Date,Open,High,Low,Close,Adj Close,Volume
1985-01-01,0.13002200424671173,0.13895100355148315,0.12444200366735458,0.12946400046348572,0.10005459189414978,6366416000
1985-02-01,0.12946400046348572,0.1372770071029663,0.11049100011587143,0.11049100011587143,0.085391566157341,4733388800
1985-03-01,0.11049100011587143,0.11607100069522858,0.09263399988412857,0.09877199679613113,0.07633467763662338,4615587200
1985-04-01,0.09877199679613113,0.10267899930477142,0.08761200308799744,0.09486600011587143,0.07331597805023193,2868028800
1985-05-01,0.09486600011587143,0.09933000057935715,0.07533500343561172,0.07756700366735458,0.05994666367769241,4639129600
1985-06-01,0.07589299976825714,0.08258900046348572,0.06584800034761429,0.08035700023174286,0.06210286542773247,5811388800
1985-07-01,0.08091499656438828,0.08147300034761429,0.07087100297212601,0.07087100297212601,0.05477170646190643,2600595200
1985-08-01,0.07087100297212601,0.07198700308799744,0.06473200023174286,0.06696400046348572,0.05175225809216499,1818745600
1985-09-01,0.06696400046348572,0.07700899988412857,0.06584800034761429,0.0703129991889,0.05434048920869827,1797196800
1985-10-01,0.0703129991889,0.0859379991889,0.06696400046348572,0.08314699679613113,0.06425902247428894,3785913600
1985-11-01,0.08314699679613113,0.09263399988412857,0.08314699679613113,0.0898440033197403,0.069434754550457,2884672000
1985-12-01,0.0898440033197403,0.10212100297212601,0.0859379991889,0.09821400046348572,0.07590341567993164,3571209600
1986-01-01,0.09821400046348572,0.11049100011587143,0.09709800034761429,0.10323700308799744,0.07978536933660507,6291801600
1986-02-01,0.10323700308799744,0.11941999942064285,0.10212100297212601,0.11160700023174286,0.08625403046607971,3420860800
1986-03-01,0.11160700023174286,0.1322540044784546,0.10825899988412857,0.12611599266529083,0.09746712446212769,4264332800
1986-04-01,0.12611599266529083,0.14620499312877655,0.1171879991889,0.13504500687122345,0.10436778515577316,4462684800
1986-05-01,0.13504500687122345,0.16741099953651428,0.1328130066394806,0.16517899930477142,0.12765644490718842,4954051200
1986-06-01,0.16517899930477142,0.17466500401496887,0.14508900046348572,0.1601559966802597,0.12377455085515976,4063360000
1986-07-01,0.1601559966802597,0.1685270071029663,0.13392899930477142,0.13950900733470917,0.10781776160001755,5691638400
1986-08-01,0.13895100355148315,0.16964299976825714,0.1367190033197403,0.16517899930477142,0.12765644490718842,3643516800
1986-09-01,0.16573700308799744,0.16573700308799744,0.141183003783226,0.14955399930477142,0.11558087170124054,3578198400
1986-10-01,0.1489959955215454,0.15736599266529083,0.1439729928970337,0.15457600355148315,0.11946205794811249,2984038400
1986-11-01,0.15513400733470917,0.1841520071029663,0.15122799575328827,0.17857100069522858,0.1380062997341156,5206163200
1986-12-01,0.17857100069522858,0.1958709955215454,0.17466500401496887,0.18080399930477142,0.13973204791545868,4762576000
1987-01-01,0.1802459955215454,0.25558000802993774,0.1791290044784546,0.24776799976825714,0.19148436188697815,8268915200
1987-02-01,0.24776799976825714,0.31863799691200256,0.2304690033197403,0.3125,0.24151170253753662,6616176000
1987-03-01,0.313616007566452,0.31473198533058167,0.2779020071029663,0.2879459857940674,0.22253526747226715,5959318400
1987-04-01,0.28125,0.35714301466941833,0.27845999598503113,0.35379499197006226,0.273425817489624,6813161600
1987-05-01,0.3549109995365143,0.3671880066394806,0.3236609995365143,0.3526790142059326,0.27256348729133606,3838956800
1987-06-01,0.3549109995365143,0.3861609995365143,0.3392859995365143,0.36160698533058167,0.27988865971565247,3497536000
1987-07-01,0.3638390004634857,0.3995540142059326,0.32589301466941833,0.3683040142059326,0.2850722670555115,3070256000
1987-08-01,0.3660709857940674,0.484375,0.35714301466941833,0.48214301466941833,0.3731852173805237,3119300800
1987-09-01,0.4888390004634857,0.5245540142059326,0.4330359995365143,0.5044639706611633,0.39096662402153015,3075486400
1987-10-01,0.5066959857940674,0.533482015132904,0.2466520071029663,0.344866007566452,0.2672760486602783,6575699200
1987-11-01,0.34598198533058167,0.35714301466941833,0.2723209857940674,0.29464301466941833,0.22835247218608856,4234238400
1987-12-01,0.29910698533058167,0.390625,0.265625,0.375,0.29126405715942383,4702264000
1988-01-01,0.3816959857940674,0.4129459857940674,0.34151801466941833,0.3705359995365143,0.28779682517051697,6221600000
1988-02-01,0.37276801466941833,0.390625,0.3370540142059326,0.3839290142059326,0.2981991767883301,3368467200
1988-03-01,0.3861609995365143,0.4263390004634857,0.34598198533058167,0.35714301466941833,0.2779415249824524,4882102400
1988-04-01,0.3549109995365143,0.3783479928970337,0.34375,0.3660709857940674,0.2848896086215973,3297929600
1988-05-01,0.3638390004634857,0.38504499197006226,0.33370500802993774,0.3705359995365143,0.2883645296096802,2638507200
1988-06-01,0.3705359995365143,0.4174109995365143,0.3683040142059326,0.4129459857940674,0.32200533151626587,3534731200
1988-07-01,0.4151790142059326,0.42410698533058167,0.37723198533058167,0.39620500802993774,0.3089510202407837,2186419200
1988-08-01,0.3973209857940674,0.40848198533058167,0.3504459857940674,0.3560270071029663,0.27762120962142944,2653313600
1988-09-01,0.3549109995365143,0.3950890004634857,0.3370540142059326,0.3861609995365143,0.30168649554252625,3060321600
1988-10-01,0.3839290142059326,0.3861609995365143,0.3348209857940674,0.344866007566452,0.26942509412765503,3563649600
1988-11-01,0.34375,0.3549109995365143,0.3169640004634857,0.3359380066394806,0.2624501585960388,2939865600
1988-12-01,0.3370540142059326,0.375,0.3348209857940674,0.359375,0.2815011143684387,2946070400
1989-01-01,0.359375,0.39285698533058167,0.3236609995365143,0.3370540142059326,0.26401686668395996,7345833600
1989-02-01,0.3370540142059326,0.359375,0.31473198533058167,0.3236609995365143,0.25352606177330017,4886268800
1989-03-01,0.3236609995365143,0.32589301466941833,0.29910698533058167,0.31808000802993774,0.24984130263328552,3859676800
1989-04-01,0.3169640004634857,0.3716520071029663,0.30245500802993774,0.3482140004634857,0.273510605096817,3966424000
1989-05-01,0.34375,0.4375,0.34375,0.4263390004634857,0.3348752558231354,5253382400
1989-06-01,0.4263390004634857,0.4486609995365143,0.3526790142059326,0.3683040142059326,0.2899245321750641,3941280000
1989-07-01,0.37276801466941833,0.375,0.3370540142059326,0.3549109995365143,0.2793816328048706,3688630400
1989-08-01,0.3549109995365143,0.40848198533058167,0.3504459857940674,0.3973209857940674,0.31276631355285645,3352305600
1989-09-01,0.3973209857940674,0.4174109995365143,0.3839290142059326,0.3973209857940674,0.31350842118263245,2020849600
1989-10-01,0.3973209857940674,0.4497770071029663,0.3794640004634857,0.4151790142059326,0.3275994658470154,4125049600
1989-11-01,0.4129459857940674,0.421875,0.3794640004634857,0.3950890004634857,0.311747282743454,2524939200
1989-12-01,0.3973209857940674,0.40848198533058167,0.2901790142059326,0.31473198533058167,0.24895288050174713,5941185600
1990-01-01,0.31473198533058167,0.34598198533058167,0.28683000802993774,0.3035709857940674,0.2401246875524521,3747497600
1990-02-01,0.3080359995365143,0.31473198533058167,0.2879459857940674,0.3035709857940674,0.2401246875524521,2483891200
1990-03-01,0.29910698533058167,0.3872770071029663,0.296875,0.359375,0.2851812541484833,4556473600
1990-04-01,0.35714301466941833,0.3950890004634857,0.3404020071029663,0.3515630066394806,0.2789821922779083,3642475200
1990-05-01,0.3549109995365143,0.3816959857940674,0.34598198533058167,0.3683040142059326,0.29226699471473694,4115630400
1990-06-01,0.36941999197006226,0.40066999197006226,0.3348209857940674,0.3995540142059326,0.3179451823234558,3952054400
1990-07-01,0.3973209857940674,0.4263390004634857,0.35714301466941833,0.375,0.2984062135219574,4163812800
1990-08-01,0.375,0.390625,0.29910698533058167,0.33035698533058167,0.2628815472126007,3128339200
1990-09-01,0.32589301466941833,0.3348209857940674,0.24330399930477142,0.2589290142059326,0.20666545629501343,2206948800
1990-10-01,0.26339301466941833,0.2857140004634857,0.21651799976825714,0.2745540142059326,0.21913667023181915,5056116800
1990-11-01,0.2723209857940674,0.34375,0.265625,0.328125,0.2618945837020874,3254608000
1990-12-01,0.3325890004634857,0.40401801466941833,0.33035698533058167,0.3839290142059326,0.3074592649936676,4094092800
1991-01-01,0.3816959857940674,0.5,0.375,0.4955359995365143,0.3968367874622345,7037307200
1991-02-01,0.4955359995365143,0.5558040142059326,0.4888390004634857,0.5111610293388367,0.4093497097492218,5545780800
1991-03-01,0.5089290142059326,0.627232015132904,0.5089290142059326,0.607142984867096,0.48723727464675903,5210598400
1991-04-01,0.607142984867096,0.654017984867096,0.48660698533058167,0.4910709857940674,0.39408865571022034,7243051200
1991-05-01,0.4285709857940674,0.4799109995365143,0.39285698533058167,0.41964301466941833,0.3367670476436615,7972843200
1991-06-01,0.41964301466941833,0.4419640004634857,0.359375,0.3705359995365143,0.29811909794807434,4091662400
